Voucher Type,Invoice No,Date,Ref,Dr Account,Cr.Account,Cost Center,Amount,Narration
sales,6469,18-08-2014,00931 / AM-ZONE,,Agency charges,00931 / AM-ZONE,4500,JOBNO:00931/ AWB/BL.NO.:PUSMAA1400049 dt.30/06/2014/ BE.NO.:6238354 dt.25/07/2014/ 08MM 08X19(SL)+PP UNGALVANISED STEEL WIRE ROPE  RHEL  LUB A-1 1770 GRADE LENTH 1000 MTRS(5 MTR @ USD 370.00/MTR)/ 16 PKG/18060 KGS/ ,
sales,6469,18-08-2014,00931 / AM-ZONE,,Loading and Unloading Charges,00931 / AM-ZONE,1000,JOBNO:00931/ AWB/BL.NO.:PUSMAA1400049 dt.30/06/2014/ BE.NO.:6238354 dt.25/07/2014/ 08MM 08X19(SL)+PP UNGALVANISED STEEL WIRE ROPE  RHEL  LUB A-1 1770 GRADE LENTH 1000 MTRS(5 MTR @ USD 370.00/MTR)/ 16 PKG/18060 KGS/ ,
sales,6469,18-08-2014,00931 / AM-ZONE,,Examination/Labout Charges,00931 / AM-ZONE,1000,JOBNO:00931/ AWB/BL.NO.:PUSMAA1400049 dt.30/06/2014/ BE.NO.:6238354 dt.25/07/2014/ 08MM 08X19(SL)+PP UNGALVANISED STEEL WIRE ROPE  RHEL  LUB A-1 1770 GRADE LENTH 1000 MTRS(5 MTR @ USD 370.00/MTR)/ 16 PKG/18060 KGS/ ,
sales,6469,18-08-2014,00931 / AM-ZONE,,Documentation charges,00931 / AM-ZONE,250,JOBNO:00931/ AWB/BL.NO.:PUSMAA1400049 dt.30/06/2014/ BE.NO.:6238354 dt.25/07/2014/ 08MM 08X19(SL)+PP UNGALVANISED STEEL WIRE ROPE  RHEL  LUB A-1 1770 GRADE LENTH 1000 MTRS(5 MTR @ USD 370.00/MTR)/ 16 PKG/18060 KGS/ ,
sales,6469,18-08-2014,00931 / AM-ZONE,,Custom Duty,00931 / AM-ZONE,292160,JOBNO:00931/ AWB/BL.NO.:PUSMAA1400049 dt.30/06/2014/ BE.NO.:6238354 dt.25/07/2014/ 08MM 08X19(SL)+PP UNGALVANISED STEEL WIRE ROPE  RHEL  LUB A-1 1770 GRADE LENTH 1000 MTRS(5 MTR @ USD 370.00/MTR)/ 16 PKG/18060 KGS/ ,
sales,6469,18-08-2014,00931 / AM-ZONE,,DO CHARGES,00931 / AM-ZONE,22666,JOBNO:00931/ AWB/BL.NO.:PUSMAA1400049 dt.30/06/2014/ BE.NO.:6238354 dt.25/07/2014/ 08MM 08X19(SL)+PP UNGALVANISED STEEL WIRE ROPE  RHEL  LUB A-1 1770 GRADE LENTH 1000 MTRS(5 MTR @ USD 370.00/MTR)/ 16 PKG/18060 KGS/ ,
sales,6469,18-08-2014,00931 / AM-ZONE,,CFS Charges,00931 / AM-ZONE,16787,JOBNO:00931/ AWB/BL.NO.:PUSMAA1400049 dt.30/06/2014/ BE.NO.:6238354 dt.25/07/2014/ 08MM 08X19(SL)+PP UNGALVANISED STEEL WIRE ROPE  RHEL  LUB A-1 1770 GRADE LENTH 1000 MTRS(5 MTR @ USD 370.00/MTR)/ 16 PKG/18060 KGS/ ,
sales,6469,18-08-2014,00931 / AM-ZONE,,Service Tax,00931 / AM-ZONE,834.3,JOBNO:00931/ AWB/BL.NO.:PUSMAA1400049 dt.30/06/2014/ BE.NO.:6238354 dt.25/07/2014/ 08MM 08X19(SL)+PP UNGALVANISED STEEL WIRE ROPE  RHEL  LUB A-1 1770 GRADE LENTH 1000 MTRS(5 MTR @ USD 370.00/MTR)/ 16 PKG/18060 KGS/ ,
sales,6470,18-08-2014,00931 / AM-ZONE,AM-ZONE INTERNATIONAL PVT LTD,,00931 / AM-ZONE,54895.42,JOBNO:00931/ AWB/BL.NO.:PUSMAA1400049 dt.30/06/2014/ BE.NO.:6238354 dt.25/07/2014/ 08MM 08X19(SL)+PP UNGALVANISED STEEL WIRE ROPE  RHEL  LUB A-1 1770 GRADE LENTH 1000 MTRS(5 MTR @ USD 370.00/MTR)/ 16 PKG/18060 KGS/ ,
sales,6470,18-08-2014,00931 / AM-ZONE,,Transport Charges,00931 / AM-ZONE,46800,JOBNO:00931/ AWB/BL.NO.:PUSMAA1400049 dt.30/06/2014/ BE.NO.:6238354 dt.25/07/2014/ 08MM 08X19(SL)+PP UNGALVANISED STEEL WIRE ROPE  RHEL  LUB A-1 1770 GRADE LENTH 1000 MTRS(5 MTR @ USD 370.00/MTR)/ 16 PKG/18060 KGS/ ,
sales,6470,18-08-2014,00931 / AM-ZONE,,Halting Charges,00931 / AM-ZONE,2000,JOBNO:00931/ AWB/BL.NO.:PUSMAA1400049 dt.30/06/2014/ BE.NO.:6238354 dt.25/07/2014/ 08MM 08X19(SL)+PP UNGALVANISED STEEL WIRE ROPE  RHEL  LUB A-1 1770 GRADE LENTH 1000 MTRS(5 MTR @ USD 370.00/MTR)/ 16 PKG/18060 KGS/ ,
sales,6470,18-08-2014,00931 / AM-ZONE,,Empty Container Movement Charges,00931 / AM-ZONE,2200,JOBNO:00931/ AWB/BL.NO.:PUSMAA1400049 dt.30/06/2014/ BE.NO.:6238354 dt.25/07/2014/ 08MM 08X19(SL)+PP UNGALVANISED STEEL WIRE ROPE  RHEL  LUB A-1 1770 GRADE LENTH 1000 MTRS(5 MTR @ USD 370.00/MTR)/ 16 PKG/18060 KGS/ ,
sales,6470,18-08-2014,00931 / AM-ZONE,,Loading and Unloading Charges,00931 / AM-ZONE,750,JOBNO:00931/ AWB/BL.NO.:PUSMAA1400049 dt.30/06/2014/ BE.NO.:6238354 dt.25/07/2014/ 08MM 08X19(SL)+PP UNGALVANISED STEEL WIRE ROPE  RHEL  LUB A-1 1770 GRADE LENTH 1000 MTRS(5 MTR @ USD 370.00/MTR)/ 16 PKG/18060 KGS/ ,
sales,6470,18-08-2014,00931 / AM-ZONE,,Misc. Expenses,00931 / AM-ZONE,1500,JOBNO:00931/ AWB/BL.NO.:PUSMAA1400049 dt.30/06/2014/ BE.NO.:6238354 dt.25/07/2014/ 08MM 08X19(SL)+PP UNGALVANISED STEEL WIRE ROPE  RHEL  LUB A-1 1770 GRADE LENTH 1000 MTRS(5 MTR @ USD 370.00/MTR)/ 16 PKG/18060 KGS/ ,
sales,6470,18-08-2014,00931 / AM-ZONE,,Service Tax,00931 / AM-ZONE,1645.425,JOBNO:00931/ AWB/BL.NO.:PUSMAA1400049 dt.30/06/2014/ BE.NO.:6238354 dt.25/07/2014/ 08MM 08X19(SL)+PP UNGALVANISED STEEL WIRE ROPE  RHEL  LUB A-1 1770 GRADE LENTH 1000 MTRS(5 MTR @ USD 370.00/MTR)/ 16 PKG/18060 KGS/ ,
sales,6471,18-08-2014,00938 / APOLLO,APOLLO TYRES LIMITED,,00938 / APOLLO,3707.88,JOBNO:00938/ AWB/BL.NO.:NYKS2323084920 dt.08/07/2014/ BE.NO.:6261916 dt.28/07/2014/ POLYESTER TYRE CORD FABRIC (1500D/2 27EPI) (627817A) (18646 KGS @ U
SD 3.200 / KGS)/ 23 ~Select~/19029 KGS/ ,
sales,6471,18-08-2014,00938 / APOLLO,,Agency charges,00938 / APOLLO,3300,JOBNO:00938/ AWB/BL.NO.:NYKS2323084920 dt.08/07/2014/ BE.NO.:6261916 dt.28/07/2014/ POLYESTER TYRE CORD FABRIC (1500D/2 27EPI) (627817A) (18646 KGS @ U
SD 3.200 / KGS)/ 23 ~Select~/19029 KGS/ ,
sales,6471,18-08-2014,00938 / APOLLO,,Service Tax,00938 / APOLLO,407.88,JOBNO:00938/ AWB/BL.NO.:NYKS2323084920 dt.08/07/2014/ BE.NO.:6261916 dt.28/07/2014/ POLYESTER TYRE CORD FABRIC (1500D/2 27EPI) (627817A) (18646 KGS @ U
SD 3.200 / KGS)/ 23 ~Select~/19029 KGS/ ,
sales,6472,19-08-2014,000002(W) / WRIGLEY,WRIGLEY INDIA PVT LTD,,000002(W) / WRIGLEY,33708,JOBNO:000002(W)/ AWB/BL.NO.:F.NO.Misc.671/13-14 Gr 2/ BE.NO.:3174241 dt./ / / ,
sales,6472,19-08-2014,000002(W) / WRIGLEY,,Customs Processing Charges,000002(W) / WRIGLEY,30000,JOBNO:000002(W)/ AWB/BL.NO.:F.NO.Misc.671/13-14 Gr 2/ BE.NO.:3174241 dt./ / / ,
sales,6472,19-08-2014,000002(W) / WRIGLEY,,Service Tax,000002(W) / WRIGLEY,3708,JOBNO:000002(W)/ AWB/BL.NO.:F.NO.Misc.671/13-14 Gr 2/ BE.NO.:3174241 dt./ / / ,
sales,6477,19-08-2014,00949 / TEJA,TEJA INDUSTRIES,,00949 / TEJA,10560.18,JOBNO:00949/ AWB/BL.NO.:15783593532 dt.23/07/2014/ BE.NO.:6304315 dt.01/08/2014/ FINISHED BOVINE LEATHER  (7644.75 SFT @ USD 3.44/SFT)/ 2 PKG/1233 KGS/ ,
sales,6477,19-08-2014,00949 / TEJA,,Agency charges,00949 / TEJA,2000,JOBNO:00949/ AWB/BL.NO.:15783593532 dt.23/07/2014/ BE.NO.:6304315 dt.01/08/2014/ FINISHED BOVINE LEATHER  (7644.75 SFT @ USD 3.44/SFT)/ 2 PKG/1233 KGS/ ,
sales,6477,19-08-2014,00949 / TEJA,,Documentation charges,00949 / TEJA,250,JOBNO:00949/ AWB/BL.NO.:15783593532 dt.23/07/2014/ BE.NO.:6304315 dt.01/08/2014/ FINISHED BOVINE LEATHER  (7644.75 SFT @ USD 3.44/SFT)/ 2 PKG/1233 KGS/ ,
sales,6477,19-08-2014,00949 / TEJA,,Delivery Expenses,00949 / TEJA,300,JOBNO:00949/ AWB/BL.NO.:15783593532 dt.23/07/2014/ BE.NO.:6304315 dt.01/08/2014/ FINISHED BOVINE LEATHER  (7644.75 SFT @ USD 3.44/SFT)/ 2 PKG/1233 KGS/ ,
sales,6477,19-08-2014,00949 / TEJA,,AAI Charges,00949 / TEJA,6880,JOBNO:00949/ AWB/BL.NO.:15783593532 dt.23/07/2014/ BE.NO.:6304315 dt.01/08/2014/ FINISHED BOVINE LEATHER  (7644.75 SFT @ USD 3.44/SFT)/ 2 PKG/1233 KGS/ ,
sales,6477,19-08-2014,00949 / TEJA,,DO CHARGES,00949 / TEJA,815,JOBNO:00949/ AWB/BL.NO.:15783593532 dt.23/07/2014/ BE.NO.:6304315 dt.01/08/2014/ FINISHED BOVINE LEATHER  (7644.75 SFT @ USD 3.44/SFT)/ 2 PKG/1233 KGS/ ,
sales,6477,19-08-2014,00949 / TEJA,,Service Tax,00949 / TEJA,315.18,JOBNO:00949/ AWB/BL.NO.:15783593532 dt.23/07/2014/ BE.NO.:6304315 dt.01/08/2014/ FINISHED BOVINE LEATHER  (7644.75 SFT @ USD 3.44/SFT)/ 2 PKG/1233 KGS/ ,
sales,6478,19-08-2014,00949 / TEJA,TEJA INDUSTRIES,,00949 / TEJA,1855.62,JOBNO:00949/ AWB/BL.NO.:15783593532 dt.23/07/2014/ BE.NO.:6304315 dt.01/08/2014/ FINISHED BOVINE LEATHER  (7644.75 SFT @ USD 3.44/SFT)/ 2 PKG/1233 KGS/ ,
sales,6478,19-08-2014,00949 / TEJA,,Transport Charges,00949 / TEJA,1800,JOBNO:00949/ AWB/BL.NO.:15783593532 dt.23/07/2014/ BE.NO.:6304315 dt.01/08/2014/ FINISHED BOVINE LEATHER  (7644.75 SFT @ USD 3.44/SFT)/ 2 PKG/1233 KGS/ ,
sales,6478,19-08-2014,00949 / TEJA,,Service Tax,00949 / TEJA,55.62,JOBNO:00949/ AWB/BL.NO.:15783593532 dt.23/07/2014/ BE.NO.:6304315 dt.01/08/2014/ FINISHED BOVINE LEATHER  (7644.75 SFT @ USD 3.44/SFT)/ 2 PKG/1233 KGS/ ,
sales,6479,19-08-2014,01007 / TEJA,TEJA INDUSTRIES,,01007 / TEJA,4840.18,JOBNO:01007/ AWB/BL.NO.:07429476436 dt.02/08/2014/ BE.NO.:6371128 dt.07/08/2014/ METAL BUCKLE (UBE-/ 8 PKG/224 KGS/ ,
sales,6479,19-08-2014,01007 / TEJA,,Agency charges,01007 / TEJA,2000,JOBNO:01007/ AWB/BL.NO.:07429476436 dt.02/08/2014/ BE.NO.:6371128 dt.07/08/2014/ METAL BUCKLE (UBE-/ 8 PKG/224 KGS/ ,
sales,6479,19-08-2014,01007 / TEJA,,Documentation charges,01007 / TEJA,250,JOBNO:01007/ AWB/BL.NO.:07429476436 dt.02/08/2014/ BE.NO.:6371128 dt.07/08/2014/ METAL BUCKLE (UBE-/ 8 PKG/224 KGS/ ,
sales,6479,19-08-2014,01007 / TEJA,,Delivery Expenses,01007 / TEJA,300,JOBNO:01007/ AWB/BL.NO.:07429476436 dt.02/08/2014/ BE.NO.:6371128 dt.07/08/2014/ METAL BUCKLE (UBE-/ 8 PKG/224 KGS/ ,
sales,6479,19-08-2014,01007 / TEJA,,AAI Charges,01007 / TEJA,1975,JOBNO:01007/ AWB/BL.NO.:07429476436 dt.02/08/2014/ BE.NO.:6371128 dt.07/08/2014/ METAL BUCKLE (UBE-/ 8 PKG/224 KGS/ ,
sales,6479,19-08-2014,01007 / TEJA,,Service Tax,01007 / TEJA,315.18,JOBNO:01007/ AWB/BL.NO.:07429476436 dt.02/08/2014/ BE.NO.:6371128 dt.07/08/2014/ METAL BUCKLE (UBE-/ 8 PKG/224 KGS/ ,
sales,6480,19-08-2014,01007 / TEJA,TEJA INDUSTRIES,,01007 / TEJA,1855.62,JOBNO:01007/ AWB/BL.NO.:07429476436 dt.02/08/2014/ BE.NO.:6371128 dt.07/08/2014/ METAL BUCKLE (UBE-/ 8 PKG/224 KGS/ ,
sales,6480,19-08-2014,01007 / TEJA,,Transport Charges,01007 / TEJA,1800,JOBNO:01007/ AWB/BL.NO.:07429476436 dt.02/08/2014/ BE.NO.:6371128 dt.07/08/2014/ METAL BUCKLE (UBE-/ 8 PKG/224 KGS/ ,
sales,6480,19-08-2014,01007 / TEJA,,Service Tax,01007 / TEJA,55.62,JOBNO:01007/ AWB/BL.NO.:07429476436 dt.02/08/2014/ BE.NO.:6371128 dt.07/08/2014/ METAL BUCKLE (UBE-/ 8 PKG/224 KGS/ ,
sales,6481,19-08-2014,01031 / EIH,EIH ASSOCIATED HOTELS LIMITED,,01031 / EIH,6706.7,JOBNO:01031/ AWB/BL.NO.:62073324005 dt.10/07/2014/ BE.NO.:6374668 dt.07/08/2014/ GUILLOTINE BLADE BOTTOM ( 1 PCS@ UPS 17.63/PCS)/ 1 PKG/1.100 KGS/ ,
sales,6481,19-08-2014,01031 / EIH,,Agency charges,01031 / EIH,2500,JOBNO:01031/ AWB/BL.NO.:62073324005 dt.10/07/2014/ BE.NO.:6374668 dt.07/08/2014/ GUILLOTINE BLADE BOTTOM ( 1 PCS@ UPS 17.63/PCS)/ 1 PKG/1.100 KGS/ ,
sales,6481,19-08-2014,01031 / EIH,,Documentation charges,01031 / EIH,250,JOBNO:01031/ AWB/BL.NO.:62073324005 dt.10/07/2014/ BE.NO.:6374668 dt.07/08/2014/ GUILLOTINE BLADE BOTTOM ( 1 PCS@ UPS 17.63/PCS)/ 1 PKG/1.100 KGS/ ,
sales,6481,19-08-2014,01031 / EIH,,Delivery Expenses,01031 / EIH,500,JOBNO:01031/ AWB/BL.NO.:62073324005 dt.10/07/2014/ BE.NO.:6374668 dt.07/08/2014/ GUILLOTINE BLADE BOTTOM ( 1 PCS@ UPS 17.63/PCS)/ 1 PKG/1.100 KGS/ ,
sales,6481,19-08-2014,01031 / EIH,,AAI Charges,01031 / EIH,520,JOBNO:01031/ AWB/BL.NO.:62073324005 dt.10/07/2014/ BE.NO.:6374668 dt.07/08/2014/ GUILLOTINE BLADE BOTTOM ( 1 PCS@ UPS 17.63/PCS)/ 1 PKG/1.100 KGS/ ,
sales,6481,19-08-2014,01031 / EIH,,DO CHARGES,01031 / EIH,1685,JOBNO:01031/ AWB/BL.NO.:62073324005 dt.10/07/2014/ BE.NO.:6374668 dt.07/08/2014/ GUILLOTINE BLADE BOTTOM ( 1 PCS@ UPS 17.63/PCS)/ 1 PKG/1.100 KGS/ ,
sales,6481,19-08-2014,01031 / EIH,,Custom Duty,01031 / EIH,850,JOBNO:01031/ AWB/BL.NO.:62073324005 dt.10/07/2014/ BE.NO.:6374668 dt.07/08/2014/ GUILLOTINE BLADE BOTTOM ( 1 PCS@ UPS 17.63/PCS)/ 1 PKG/1.100 KGS/ ,
sales,6481,19-08-2014,01031 / EIH,,Service Tax,01031 / EIH,401.7,JOBNO:01031/ AWB/BL.NO.:62073324005 dt.10/07/2014/ BE.NO.:6374668 dt.07/08/2014/ GUILLOTINE BLADE BOTTOM ( 1 PCS@ UPS 17.63/PCS)/ 1 PKG/1.100 KGS/ ,
sales,6482,19-08-2014,01031 / EIH,EIH ASSOCIATED HOTELS LIMITED,,01031 / EIH,1288.63,JOBNO:01031/ AWB/BL.NO.:62073324005 dt.10/07/2014/ BE.NO.:6374668 dt.07/08/2014/ GUILLOTINE BLADE BOTTOM ( 1 PCS@ UPS 17.63/PCS)/ 1 PKG/1.100 KGS/ ,
sales,6482,19-08-2014,01031 / EIH,,Transport Charges,01031 / EIH,1250,JOBNO:01031/ AWB/BL.NO.:62073324005 dt.10/07/2014/ BE.NO.:6374668 dt.07/08/2014/ GUILLOTINE BLADE BOTTOM ( 1 PCS@ UPS 17.63/PCS)/ 1 PKG/1.100 KGS/ ,
sales,6482,19-08-2014,01031 / EIH,,Service Tax,01031 / EIH,38.625,JOBNO:01031/ AWB/BL.NO.:62073324005 dt.10/07/2014/ BE.NO.:6374668 dt.07/08/2014/ GUILLOTINE BLADE BOTTOM ( 1 PCS@ UPS 17.63/PCS)/ 1 PKG/1.100 KGS/ ,
sales,6483,19-08-2014,01037 / KRISHNASAI,KRISHNASAI GRANITES (INDIA) PVT. LTD.,,01037 / KRISHNASAI,4724.9,JOBNO:01037/ AWB/BL.NO.:17682005976 DT.07/08/2014/ BE.NO.:6428705 dt.13/08/2014/ / 01 PKGS / 185KGS/ ,
sales,6483,19-08-2014,01037 / KRISHNASAI,,Agency charges,01037 / KRISHNASAI,1800,JOBNO:01037/ AWB/BL.NO.:17682005976 DT.07/08/2014/ BE.NO.:6428705 dt.13/08/2014/ / 01 PKGS / 185KGS/ ,
sales,6483,19-08-2014,01037 / KRISHNASAI,,Documentation charges,01037 / KRISHNASAI,250,JOBNO:01037/ AWB/BL.NO.:17682005976 DT.07/08/2014/ BE.NO.:6428705 dt.13/08/2014/ / 01 PKGS / 185KGS/ ,
sales,6483,19-08-2014,01037 / KRISHNASAI,,Delivery Expenses,01037 / KRISHNASAI,500,JOBNO:01037/ AWB/BL.NO.:17682005976 DT.07/08/2014/ BE.NO.:6428705 dt.13/08/2014/ / 01 PKGS / 185KGS/ ,
sales,6483,19-08-2014,01037 / KRISHNASAI,,Misc. Expenses,01037 / KRISHNASAI,200,JOBNO:01037/ AWB/BL.NO.:17682005976 DT.07/08/2014/ BE.NO.:6428705 dt.13/08/2014/ / 01 PKGS / 185KGS/ ,
sales,6483,19-08-2014,01037 / KRISHNASAI,,AAI Charges,01037 / KRISHNASAI,1635,JOBNO:01037/ AWB/BL.NO.:17682005976 DT.07/08/2014/ BE.NO.:6428705 dt.13/08/2014/ / 01 PKGS / 185KGS/ ,
sales,6483,19-08-2014,01037 / KRISHNASAI,,Service Tax,01037 / KRISHNASAI,339.9,JOBNO:01037/ AWB/BL.NO.:17682005976 DT.07/08/2014/ BE.NO.:6428705 dt.13/08/2014/ / 01 PKGS / 185KGS/ ,
sales,6484,19-08-2014,01037 / KRISHNASAI,KRISHNASAI GRANITES (INDIA) PVT. LTD.,,01037 / KRISHNASAI,1855.62,JOBNO:01037/ AWB/BL.NO.:17682005976 DT.07/08/2014/ BE.NO.:6428705 dt.13/08/2014/ SPARE PARTS/ 1PKG /185KGS/ ,
sales,6484,19-08-2014,01037 / KRISHNASAI,,Transport Charges,01037 / KRISHNASAI,1800,JOBNO:01037/ AWB/BL.NO.:17682005976 DT.07/08/2014/ BE.NO.:6428705 dt.13/08/2014/ SPARE PARTS/ 1PKG /185KGS/ ,
sales,6484,19-08-2014,01037 / KRISHNASAI,,Service Tax,01037 / KRISHNASAI,55.62,JOBNO:01037/ AWB/BL.NO.:17682005976 DT.07/08/2014/ BE.NO.:6428705 dt.13/08/2014/ SPARE PARTS/ 1PKG /185KGS/ ,
sales,6485,19-08-2014,00920 / ALAPALA,ALAPALA DIS TICARET LTD.,,00920 / ALAPALA,12370.8,JOBNO:00920/ AWB/BL.NO.:SGSININMAA720752 dt.09/07/2014/ BE.NO.:6350012 dt.05/08/2014/ PURIFIER -DISA 46/200 (SERIAL NO 14690) (1X(290X130X220)[RE- EXPORT AFTER EXHIBITION) (EXHIBITION GOODS FOR GRAINTECH INDIA 2014  BANGALORE)/ 2 PKG/1540 KGS/ ,
sales,6485,19-08-2014,00920 / ALAPALA,,Transport Charges,00920 / ALAPALA,12000,JOBNO:00920/ AWB/BL.NO.:SGSININMAA720752 dt.09/07/2014/ BE.NO.:6350012 dt.05/08/2014/ PURIFIER -DISA 46/200 (SERIAL NO 14690) (1X(290X130X220)[RE- EXPORT AFTER EXHIBITION) (EXHIBITION GOODS FOR GRAINTECH INDIA 2014  BANGALORE)/ 2 PKG/1540 KGS/ ,
sales,6485,19-08-2014,00920 / ALAPALA,,Service Tax,00920 / ALAPALA,370.8,JOBNO:00920/ AWB/BL.NO.:SGSININMAA720752 dt.09/07/2014/ BE.NO.:6350012 dt.05/08/2014/ PURIFIER -DISA 46/200 (SERIAL NO 14690) (1X(290X130X220)[RE- EXPORT AFTER EXHIBITION) (EXHIBITION GOODS FOR GRAINTECH INDIA 2014  BANGALORE)/ 2 PKG/1540 KGS/ ,
sales,6486,19-08-2014,00865 / CANDY,CANDY ZONE,,00865 / CANDY,9250.44,JOBNO:00865/ AWB/BL.NO.:09865159931 dt.15/07/2014/ BE.NO.:6140914 dt.17/07/2014/ ALKALIZED COCOA POWDER  (0.0100 MTS @ USD2270.00/MTS)/ 1 PKG/11 KGS/ ,
sales,6486,19-08-2014,00865 / CANDY,,Documentation charges,00865 / CANDY,250,JOBNO:00865/ AWB/BL.NO.:09865159931 dt.15/07/2014/ BE.NO.:6140914 dt.17/07/2014/ ALKALIZED COCOA POWDER  (0.0100 MTS @ USD2270.00/MTS)/ 1 PKG/11 KGS/ ,
sales,6486,19-08-2014,00865 / CANDY,,Delivery Expenses,00865 / CANDY,250,JOBNO:00865/ AWB/BL.NO.:09865159931 dt.15/07/2014/ BE.NO.:6140914 dt.17/07/2014/ ALKALIZED COCOA POWDER  (0.0100 MTS @ USD2270.00/MTS)/ 1 PKG/11 KGS/ ,
sales,6486,19-08-2014,00865 / CANDY,,Agency charges,00865 / CANDY,1800,JOBNO:00865/ AWB/BL.NO.:09865159931 dt.15/07/2014/ BE.NO.:6140914 dt.17/07/2014/ ALKALIZED COCOA POWDER  (0.0100 MTS @ USD2270.00/MTS)/ 1 PKG/11 KGS/ ,
sales,6486,19-08-2014,00865 / CANDY,,Sampel Drawing Expenses,00865 / CANDY,600,JOBNO:00865/ AWB/BL.NO.:09865159931 dt.15/07/2014/ BE.NO.:6140914 dt.17/07/2014/ ALKALIZED COCOA POWDER  (0.0100 MTS @ USD2270.00/MTS)/ 1 PKG/11 KGS/ ,
sales,6486,19-08-2014,00865 / CANDY,,FSSAI ,00865 / CANDY,3432,JOBNO:00865/ AWB/BL.NO.:09865159931 dt.15/07/2014/ BE.NO.:6140914 dt.17/07/2014/ ALKALIZED COCOA POWDER  (0.0100 MTS @ USD2270.00/MTS)/ 1 PKG/11 KGS/ ,
sales,6486,19-08-2014,00865 / CANDY,,DO CHARGES,00865 / CANDY,1020,JOBNO:00865/ AWB/BL.NO.:09865159931 dt.15/07/2014/ BE.NO.:6140914 dt.17/07/2014/ ALKALIZED COCOA POWDER  (0.0100 MTS @ USD2270.00/MTS)/ 1 PKG/11 KGS/ ,
sales,6486,19-08-2014,00865 / CANDY,,AAI Charges,00865 / CANDY,1540,JOBNO:00865/ AWB/BL.NO.:09865159931 dt.15/07/2014/ BE.NO.:6140914 dt.17/07/2014/ ALKALIZED COCOA POWDER  (0.0100 MTS @ USD2270.00/MTS)/ 1 PKG/11 KGS/ ,
sales,6486,19-08-2014,00865 / CANDY,,Service Tax,00865 / CANDY,358.44,JOBNO:00865/ AWB/BL.NO.:09865159931 dt.15/07/2014/ BE.NO.:6140914 dt.17/07/2014/ ALKALIZED COCOA POWDER  (0.0100 MTS @ USD2270.00/MTS)/ 1 PKG/11 KGS/ ,
sales,6487,19-08-2014,00865 / CANDY,CANDY ZONE,,00865 / CANDY,1557.73,JOBNO:00865/ AWB/BL.NO.:09865159931 dt.15/07/2014/ BE.NO.:6140914 dt.17/07/2014/ ALKALIZED COCOA POWDER  (0.0100 MTS @ USD2270.00/MTS)/ 1 PKG/11 KGS/ ,
sales,6487,19-08-2014,00865 / CANDY,,Transport Charges,00865 / CANDY,1300,JOBNO:00865/ AWB/BL.NO.:09865159931 dt.15/07/2014/ BE.NO.:6140914 dt.17/07/2014/ ALKALIZED COCOA POWDER  (0.0100 MTS @ USD2270.00/MTS)/ 1 PKG/11 KGS/ ,
sales,6487,19-08-2014,00865 / CANDY,,Transport Charges,00865 / CANDY,250,JOBNO:00865/ AWB/BL.NO.:09865159931 dt.15/07/2014/ BE.NO.:6140914 dt.17/07/2014/ ALKALIZED COCOA POWDER  (0.0100 MTS @ USD2270.00/MTS)/ 1 PKG/11 KGS/ ,
sales,6487,19-08-2014,00865 / CANDY,,Service Tax,00865 / CANDY,7.725,JOBNO:00865/ AWB/BL.NO.:09865159931 dt.15/07/2014/ BE.NO.:6140914 dt.17/07/2014/ ALKALIZED COCOA POWDER  (0.0100 MTS @ USD2270.00/MTS)/ 1 PKG/11 KGS/ ,
sales,6488,19-08-2014,01030 / GOKUL,GOKUL HI FASHIONS,,01030 / GOKUL,8473.4,JOBNO:01030/ AWB/BL.NO.:07428965646 dt.07/08/2014/ BE.NO.:6393568 dt.11/08/2014/ METAL ZIP FASTENER (COLOR:GRIS FONCE) (11CM) (892 PCS @ USD 0.155 / PCS)/ 5 PKG/132 KGS/ ,
sales,6488,19-08-2014,01030 / GOKUL,,Agency charges,01030 / GOKUL,1500,JOBNO:01030/ AWB/BL.NO.:07428965646 dt.07/08/2014/ BE.NO.:6393568 dt.11/08/2014/ METAL ZIP FASTENER (COLOR:GRIS FONCE) (11CM) (892 PCS @ USD 0.155 / PCS)/ 5 PKG/132 KGS/ ,
sales,6488,19-08-2014,01030 / GOKUL,,AAI Charges,01030 / GOKUL,3950,JOBNO:01030/ AWB/BL.NO.:07428965646 dt.07/08/2014/ BE.NO.:6393568 dt.11/08/2014/ METAL ZIP FASTENER (COLOR:GRIS FONCE) (11CM) (892 PCS @ USD 0.155 / PCS)/ 5 PKG/132 KGS/ ,
sales,6488,19-08-2014,01030 / GOKUL,,Custom Duty,01030 / GOKUL,2838,JOBNO:01030/ AWB/BL.NO.:07428965646 dt.07/08/2014/ BE.NO.:6393568 dt.11/08/2014/ METAL ZIP FASTENER (COLOR:GRIS FONCE) (11CM) (892 PCS @ USD 0.155 / PCS)/ 5 PKG/132 KGS/ ,
sales,6488,19-08-2014,01030 / GOKUL,,Service Tax,01030 / GOKUL,185.4,JOBNO:01030/ AWB/BL.NO.:07428965646 dt.07/08/2014/ BE.NO.:6393568 dt.11/08/2014/ METAL ZIP FASTENER (COLOR:GRIS FONCE) (11CM) (892 PCS @ USD 0.155 / PCS)/ 5 PKG/132 KGS/ ,
